id,age,c_charge_degree,race,age_cat,score_text,sex,priors_count,days_b_screening_arrest,decile_score,is_recid,two_year_recid,c_jail_in,c_jail_out,length_of_stay
4817,29,M,African-American,25 - 45,Low,Male,2,-1.0,3,1,1,2013-01-26 01:09:16,2013-01-28 03:32:20,2
4820,62,F,African-American,Greater than 45,High,Male,13,-1.0,8,1,1,2014-10-29 07:42:23,2014-10-30 08:42:11,1
4825,22,M,African-American,Less than 25,Low,Male,0,-4.0,3,1,1,2013-09-05 11:54:08,2013-09-06 09:06:58,0
4827,56,F,African-American,Greater than 45,Low,Female,1,-1.0,1,0,0,2013-04-17 05:00:58,2013-04-18 05:52:26,1
4828,25,F,Caucasian,25 - 45,Medium,Male,2,-29.0,6,0,0,2013-07-29 09:57:48,2013-08-27 10:56:42,29
4831,33,M,Caucasian,25 - 45,Low,Male,10,0.0,4,0,0,2013-05-20 02:19:52,2013-05-21 04:20:08,1
4833,25,F,Caucasian,25 - 45,Medium,Male,2,-1.0,5,0,0,2013-02-10 11:12:43,2013-02-12 12:21:21,2
4834,27,F,African-American,25 - 45,Medium,Female,3,-1.0,5,0,0,2013-05-04 06:24:35,2013-05-05 03:34:33,0
4835,37,F,African-American,25 - 45,High,Male,1,-1.0,10,0,0,2013-04-01 05:11:13,2013-04-04 08:57:34,3
4837,41,M,Caucasian,25 - 45,Low,Male,2,-3.0,1,0,0,2013-05-31 08:17:28,2013-06-01 08:45:39,1
4839,35,F,African-American,25 - 45,High,Male,5,-19.0,8,0,0,2013-12-05 01:07:45,2013-12-11 11:57:00,6
4841,55,M,Caucasian,Greater than 45,Low,Male,0,0.0,1,0,0,2014-01-03 02:44:39,2014-01-05 08:46:26,2
4845,26,F,African-American,25 - 45,Low,Male,2,0.0,2,1,1,2013-10-04 05:39:27,2013-10-08 01:24:50,3
4846,35,F,African-American,25 - 45,Low,Male,7,-1.0,3,0,0,2013-05-21 06:58:18,2013-12-02 09:26:04,195
4847,50,M,Caucasian,Greater than 45,Low,Male,3,0.0,4,1,1,2013-02-16 05:51:43,2013-03-13 10:56:47,25
4851,25,F,African-American,25 - 45,Medium,Male,3,-1.0,6,1,1,2013-08-06 02:31:41,2013-08-08 04:16:31,2
4853,65,M,Caucasian,Greater than 45,Low,Female,1,-1.0,1,1,1,2014-01-05 09:27:22,2014-01-06 12:10:47,1
4857,31,F,African-American,25 - 45,Medium,Female,0,0.0,5,1,1,2013-05-07 01:16:35,2013-05-07 07:21:10,0
4860,24,M,African-American,Less than 25,Low,Female,0,-1.0,2,0,0,2014-01-16 10:15:11,2014-01-17 01:26:50,0
4861,34,F,African-American,25 - 45,High,Male,6,-1.0,8,1,1,2013-01-22 07:32:23,2013-02-05 07:22:29,13
4864,30,F,African-American,25 - 45,Medium,Female,4,-1.0,6,0,0,2013-02-13 11:45:50,2013-02-15 08:31:36,1
4866,30,F,African-American,25 - 45,Medium,Male,14,27.0,6,1,1,2014-01-23 09:48:39,2014-02-15 08:24:36,22
4870,24,M,Caucasian,Less than 25,Low,Male,1,-8.0,2,0,0,2013-09-15 11:32:16,2013-09-18 09:20:54,2
4871,51,F,Caucasian,Greater than 45,Low,Male,3,-13.0,3,1,1,2013-03-06 09:35:26,2013-03-19 11:53:06,13
4872,28,F,African-American,25 - 45,Low,Female,3,-1.0,3,0,0,2013-12-06 07:42:39,2013-12-07 08:47:36,1
4873,27,F,African-American,25 - 45,Medium,Female,4,-1.0,6,1,1,2014-02-16 09:44:54,2014-02-17 09:36:19,0
4877,22,F,Caucasian,Less than 25,Low,Male,2,-1.0,3,1,1,2014-11-13 12:23:53,2014-11-14 08:54:55,0
4879,29,F,African-American,25 - 45,Low,Male,2,-1.0,4,1,1,2013-09-18 07:11:59,2013-09-19 01:45:36,0
4881,31,F,African-American,25 - 45,Medium,Male,0,-1.0,6,0,0,2013-11-22 09:00:54,2013-11-24 09:02:53,2
4884,31,M,Caucasian,25 - 45,Low,Male,0,-1.0,1,0,0,2013-12-29 08:40:23,2013-12-30 08:05:20,0
4885,32,F,African-American,25 - 45,Low,Female,3,-1.0,2,0,0,2013-02-26 02:16:05,2013-03-28 10:47:42,30
4886,27,F,African-American,25 - 45,Low,Male,1,-1.0,2,1,1,2014-05-15 09:55:36,2014-05-17 03:38:23,1
4887,29,F,Caucasian,25 - 45,Medium,Male,6,-3.0,5,1,1,2013-06-07 12:58:38,2013-06-08 07:37:28,0
4888,59,F,African-American,Greater than 45,Low,Male,3,-8.0,3,1,0,2013-01-23 08:25:05,2013-01-31 10:46:32,8
4890,24,M,African-American,Less than 25,Low,Male,1,-1.0,2,1,1,2014-04-12 12:19:56,2014-04-13 09:21:08,0
4893,33,F,African-American,25 - 45,High,Male,0,-1.0,10,0,0,2013-03-04 07:56:17,2013-07-24 07:34:26,141
4897,28,F,Caucasian,25 - 45,High,Male,9,-8.0,8,1,1,2014-08-04 05:42:35,2014-08-12 08:32:05,8
4906,24,M,African-American,Less than 25,High,Male,9,-7.0,9,1,1,2013-02-05 02:02:29,2013-02-09 04:42:56,4
4907,31,F,African-American,25 - 45,High,Male,16,-1.0,9,1,1,2013-11-24 08:06:21,2014-01-16 06:29:30,52
4911,24,F,African-American,Less than 25,High,Male,0,-1.0,9,0,0,2014-03-10 02:01:58,2014-03-11 10:42:11,1
4914,23,F,African-American,Less than 25,High,Male,7,-1.0,8,1,1,2013-08-21 01:25:33,2013-08-22 06:49:00,1
4925,62,F,Caucasian,Greater than 45,Low,Male,0,-1.0,1,0,0,2013-03-29 11:06:18,2013-03-30 08:00:38,0
4927,25,F,African-American,25 - 45,Medium,Female,4,0.0,7,1,1,2013-11-04 04:23:55,2013-11-04 08:19:28,0
4929,49,M,African-American,Greater than 45,Medium,Male,1,-1.0,7,1,0,2013-02-20 01:41:20,2013-03-02 09:15:54,10
4931,50,F,Caucasian,Greater than 45,Low,Male,0,0.0,1,1,1,2014-01-27 06:59:07,2014-03-04 01:51:57,35
4932,47,F,African-American,Greater than 45,High,Male,3,-1.0,8,1,1,2014-11-11 02:09:00,2014-12-20 08:22:02,39
4933,37,F,African-American,25 - 45,High,Male,14,-1.0,8,0,0,2013-08-01 07:15:54,2013-08-02 08:36:19,1
4934,26,M,Caucasian,25 - 45,Low,Male,0,0.0,2,0,0,2013-02-04 05:18:52,2013-02-05 08:10:46,1
4935,28,F,African-American,25 - 45,High,Male,21,-1.0,10,1,0,2013-01-13 07:08:36,2013-01-14 08:33:28,1
4936,26,F,African-American,25 - 45,Low,Female,3,-1.0,2,1,1,2014-06-15 08:14:39,2014-06-16 01:11:31,0
4939,20,F,African-American,Less than 25,High,Male,1,0.0,8,1,1,2013-08-20 02:40:22,2013-08-20 07:11:30,0
4940,34,F,African-American,25 - 45,High,Male,9,-1.0,10,1,1,2013-08-01 02:45:43,2013-08-18 04:39:35,17
4943,46,F,African-American,Greater than 45,High,Male,9,-1.0,9,1,1,2013-01-06 05:12:49,2013-05-02 04:43:13,115
4944,21,F,African-American,Less than 25,High,Male,0,0.0,8,1,1,2014-01-23 12:56:27,2014-01-30 01:17:47,6
4945,27,F,Caucasian,25 - 45,Medium,Female,2,-1.0,5,1,1,2013-02-23 03:10:12,2013-04-26 05:44:15,62
4947,21,M,African-American,Less than 25,High,Male,3,0.0,8,1,1,2013-10-07 11:38:45,2013-10-25 10:48:20,17
4948,29,F,Caucasian,25 - 45,Low,Male,1,-1.0,4,0,0,2013-03-08 03:18:08,2013-03-22 08:45:58,14
4949,46,F,Caucasian,Greater than 45,Low,Male,4,0.0,4,0,0,2014-01-04 02:43:27,2014-01-05 08:14:11,1
4950,24,F,African-American,Less than 25,Low,Male,0,0.0,4,1,0,2013-01-07 03:32:06,2013-01-08 02:56:38,0
4952,57,M,African-American,Greater than 45,Low,Male,8,0.0,4,1,1,2014-10-31 12:02:01,2014-10-31 01:47:05,-1
4953,33,F,African-American,25 - 45,Low,Male,4,-1.0,2,1,1,2014-03-23 08:14:19,2014-03-24 08:35:35,1
4955,23,F,African-American,Less than 25,High,Male,4,-1.0,9,1,1,2014-03-03 06:42:34,2014-07-25 05:03:57,143
4956,29,F,African-American,25 - 45,High,Male,5,0.0,8,0,0,2013-02-23 02:42:31,2013-02-24 03:36:20,1
4958,22,M,Caucasian,Less than 25,Low,Male,0,0.0,4,1,1,2013-03-16 02:49:51,2013-03-25 04:33:55,9
4960,33,M,Caucasian,25 - 45,Medium,Female,1,-5.0,6,1,1,2013-10-11 02:07:22,2013-10-15 08:14:25,4
4964,40,F,African-American,25 - 45,High,Male,3,-1.0,8,1,1,2014-03-31 03:19:04,2014-04-01 01:25:43,0
4967,32,F,African-American,25 - 45,Medium,Male,10,-1.0,6,1,1,2013-08-20 12:33:33,2013-08-24 08:38:45,3
4969,24,M,African-American,Less than 25,Low,Male,1,-1.0,4,0,0,2013-10-01 03:10:38,2013-10-02 07:32:09,1
4970,32,F,African-American,25 - 45,Low,Male,1,-1.0,2,0,0,2013-10-01 06:53:20,2013-10-02 04:24:04,0
4971,19,F,African-American,Less than 25,Medium,Male,2,-6.0,7,1,1,2014-08-30 12:40:24,2014-08-31 01:53:28,0
4973,23,F,African-American,Less than 25,High,Male,6,-1.0,9,1,1,2014-02-05 06:40:35,2014-02-06 09:11:05,1
4977,39,F,Caucasian,25 - 45,Medium,Male,17,-1.0,7,1,1,2013-03-05 01:30:40,2013-09-02 03:06:51,181
4978,25,F,African-American,25 - 45,Low,Male,1,-1.0,3,0,0,2013-04-27 05:25:08,2013-04-28 01:21:18,0
4979,42,F,African-American,25 - 45,High,Male,6,-1.0,8,1,1,2013-01-30 12:01:07,2013-01-31 01:50:17,0
4980,29,M,Caucasian,25 - 45,Low,Male,1,-1.0,3,0,0,2013-12-04 08:04:24,2014-01-16 11:00:21,43
4982,38,M,Caucasian,25 - 45,Low,Male,2,-1.0,1,0,0,2013-08-10 01:32:23,2013-08-11 07:07:19,1
4983,32,F,Caucasian,25 - 45,Medium,Male,10,-1.0,5,1,1,2013-12-14 12:27:01,2013-12-21 05:51:12,6
4990,23,M,Caucasian,Less than 25,Medium,Male,4,-1.0,5,1,1,2014-11-14 05:54:48,2014-11-15 02:31:20,0
4991,58,F,African-American,Greater than 45,Low,Male,10,-3.0,3,1,1,2013-06-15 08:00:48,2013-06-17 05:04:07,1
4992,42,F,African-American,25 - 45,Medium,Male,9,0.0,6,1,1,2013-02-17 03:37:19,2013-02-17 07:51:18,0
4994,26,F,Caucasian,25 - 45,Low,Male,1,0.0,4,1,1,2014-04-14 06:26:32,2014-04-23 01:20:26,8
4996,27,F,Caucasian,25 - 45,Low,Male,1,0.0,1,0,0,2013-11-12 01:08:55,2013-11-13 02:28:14,1
4998,33,F,Caucasian,25 - 45,Low,Male,1,-1.0,2,0,0,2013-05-15 06:27:22,2013-05-16 04:09:53,0
4999,33,F,African-American,25 - 45,High,Male,2,0.0,8,1,1,2014-04-08 12:08:06,2014-04-08 08:58:15,-1
5001,23,M,African-American,Less than 25,Low,Male,0,-1.0,2,1,1,2013-08-05 03:50:42,2013-08-06 07:30:31,1
5003,25,F,African-American,25 - 45,High,Male,4,-1.0,8,1,1,2014-06-13 03:03:54,2014-07-02 05:35:00,19
5004,32,F,African-American,25 - 45,Low,Male,0,-1.0,2,1,1,2014-04-15 05:45:50,2014-04-21 01:59:34,5
5009,29,M,Caucasian,25 - 45,Low,Female,0,-1.0,2,0,0,2013-10-26 05:21:11,2013-10-28 03:08:35,1
5010,38,F,African-American,25 - 45,High,Male,19,-4.0,9,1,1,2013-06-01 09:43:13,2013-06-02 08:07:58,0
5012,29,M,Caucasian,25 - 45,Low,Male,0,-1.0,1,0,0,2013-04-07 09:28:07,2013-04-08 07:50:27,0
5014,27,F,African-American,25 - 45,High,Male,6,-1.0,8,1,1,2014-01-24 07:00:47,2014-02-28 05:27:38,34
5015,25,M,Caucasian,25 - 45,Low,Male,0,0.0,2,1,1,2014-11-02 01:40:04,2014-11-03 01:45:01,1
5017,31,F,Caucasian,25 - 45,Medium,Female,2,-1.0,5,1,1,2013-10-09 04:32:58,2013-10-10 09:49:23,1
5019,30,F,African-American,25 - 45,High,Male,8,0.0,9,1,1,2013-01-10 03:26:18,2013-03-16 02:36:31,64
5020,41,F,African-American,25 - 45,Medium,Male,0,-1.0,7,0,0,2014-01-17 10:36:32,2014-01-18 01:22:01,0
5022,59,F,African-American,Greater than 45,Low,Male,8,-1.0,4,1,0,2013-04-10 05:27:44,2013-04-15 09:13:23,5
5023,21,M,Caucasian,Less than 25,Low,Male,1,-1.0,4,1,1,2013-12-12 11:06:24,2013-12-13 01:47:07,0
5027,27,F,African-American,25 - 45,Low,Male,6,-1.0,4,1,1,2014-07-29 04:26:10,2014-09-06 05:54:30,39
5033,30,F,African-American,25 - 45,Low,Male,0,-1.0,1,0,0,2014-03-03 02:22:21,2014-03-04 10:10:53,1
5035,43,F,Caucasian,25 - 45,Medium,Male,4,-1.0,5,0,0,2013-04-05 10:35:56,2013-05-23 07:05:55,47
5037,24,F,Caucasian,Less than 25,High,Female,2,-2.0,9,0,0,2014-01-07 05:06:31,2014-01-07 08:45:09,0
5042,45,M,African-American,Greater than 45,Medium,Male,13,-1.0,7,1,1,2013-05-25 08:32:38,2013-05-31 11:05:15,6
5043,23,F,Caucasian,Less than 25,High,Male,0,0.0,9,1,1,2013-01-03 12:02:47,2013-01-22 08:41:13,18
5045,40,F,Caucasian,25 - 45,High,Female,5,16.0,10,0,0,2013-08-03 02:48:08,2013-09-27 10:30:43,55
5046,23,F,African-American,Less than 25,Medium,Female,0,-1.0,7,0,0,2013-10-28 05:52:52,2013-10-30 12:28:17,2
5047,39,F,African-American,25 - 45,Low,Male,3,-1.0,2,0,0,2013-03-21 03:33:14,2013-03-22 09:40:17,1
5048,26,F,African-American,25 - 45,Medium,Female,5,-1.0,5,1,1,2014-01-29 10:34:13,2014-03-04 04:19:21,33
5049,26,M,Caucasian,25 - 45,Low,Female,0,-2.0,2,0,0,2013-07-06 01:41:52,2013-07-06 09:09:51,0
5050,21,M,African-American,Less than 25,Low,Male,0,0.0,4,0,0,2013-08-06 03:34:21,2013-08-07 08:33:52,1
5051,30,F,Caucasian,25 - 45,Low,Male,3,-1.0,3,0,0,2013-03-04 02:15:12,2013-05-08 10:08:45,65
5052,44,F,Caucasian,25 - 45,Low,Male,0,0.0,4,0,0,2013-09-04 12:17:51,2013-09-16 07:36:54,11
5053,21,F,African-American,Less than 25,Medium,Male,1,-21.0,7,1,1,2013-09-26 12:29:45,2013-10-17 10:17:36,20
5054,23,M,African-American,Less than 25,Low,Male,0,-1.0,4,1,0,2013-02-13 09:00:36,2013-02-15 05:30:29,1
5057,49,F,African-American,Greater than 45,Low,Female,1,-1.0,1,0,0,2014-02-03 05:28:44,2014-02-04 01:31:25,0
5058,23,F,African-American,Less than 25,High,Male,3,-1.0,10,1,1,2014-09-26 03:52:35,2014-11-18 10:06:29,53
5060,24,F,African-American,Less than 25,Medium,Male,1,-1.0,5,1,1,2013-02-03 05:28:09,2013-04-19 06:07:00,75
5061,21,F,African-American,Less than 25,Low,Female,1,-1.0,4,1,1,2014-04-25 05:54:49,2014-04-26 01:10:22,0
5062,37,F,Caucasian,25 - 45,Medium,Female,7,-30.0,6,1,1,2013-07-17 07:25:41,2013-07-24 07:05:16,6
5064,28,F,Caucasian,25 - 45,Low,Male,2,-1.0,2,1,1,2013-10-03 03:57:15,2013-10-13 05:03:29,10
5067,24,F,African-American,Less than 25,Medium,Female,2,-1.0,6,1,1,2014-08-09 08:59:23,2014-08-10 09:28:19,1
5068,31,F,Caucasian,25 - 45,Medium,Male,0,0.0,7,0,0,2014-01-22 12:19:55,2014-01-22 08:35:10,-1
5069,24,M,African-American,Less than 25,High,Male,2,-1.0,10,1,1,2013-05-07 01:39:21,2014-09-25 06:21:45,506
5071,25,F,African-American,25 - 45,Low,Male,1,-1.0,2,0,0,2013-04-07 08:23:40,2013-04-08 07:34:25,0
5074,33,M,African-American,25 - 45,Low,Male,1,-1.0,1,1,1,2013-03-23 04:32:28,2013-03-24 07:19:46,1
5075,26,M,African-American,25 - 45,High,Male,24,-1.0,10,1,1,2013-01-12 11:37:16,2013-04-08 08:36:41,85
5078,27,F,African-American,25 - 45,Medium,Male,1,-1.0,7,0,0,2013-04-17 10:42:28,2013-04-23 07:14:50,5
5086,46,F,Caucasian,Greater than 45,Low,Male,0,-1.0,1,1,0,2013-04-25 05:09:02,2013-04-27 04:59:30,1
5088,38,M,Caucasian,25 - 45,Medium,Female,1,-1.0,6,1,1,2013-02-09 03:23:30,2013-02-10 08:17:31,1
5094,24,M,African-American,Less than 25,Medium,Female,0,-1.0,5,0,0,2013-02-12 11:40:28,2013-02-13 10:02:55,0
5096,38,M,African-American,25 - 45,Low,Female,0,-1.0,4,0,0,2014-03-22 09:07:19,2014-03-23 09:07:42,1
5098,27,F,African-American,25 - 45,High,Male,7,-1.0,9,1,1,2014-04-10 01:36:12,2014-04-14 09:18:25,4
5099,48,F,African-American,Greater than 45,Low,Male,6,-1.0,3,0,0,2013-11-23 10:19:26,2013-11-25 03:46:03,1
5100,31,F,Caucasian,25 - 45,Low,Female,2,-28.0,4,1,1,2014-02-26 05:57:43,2014-03-25 10:21:37,27
5101,28,M,African-American,25 - 45,Medium,Male,5,-1.0,5,1,1,2013-05-12 11:23:34,2013-07-03 03:58:04,51
5106,25,M,Caucasian,25 - 45,Medium,Male,6,-1.0,5,1,1,2014-07-17 04:35:23,2014-07-18 12:57:24,1
5108,55,M,Caucasian,Greater than 45,Low,Male,0,0.0,1,0,0,2013-03-01 04:41:49,2013-03-02 05:03:07,1
5112,40,F,African-American,25 - 45,Medium,Male,5,0.0,7,1,1,2014-07-29 01:35:57,2014-08-28 10:17:57,30
5113,21,F,African-American,Less than 25,Low,Male,0,-1.0,4,1,1,2013-03-28 05:25:09,2013-03-29 12:58:27,1
5116,28,F,African-American,25 - 45,Medium,Male,10,-1.0,7,1,1,2013-04-16 11:48:03,2013-12-16 04:04:48,243
5117,20,F,African-American,Less than 25,High,Male,2,-16.0,9,1,1,2013-11-17 08:15:10,2013-11-18 07:29:44,0
5119,31,F,African-American,25 - 45,High,Male,10,-1.0,9,1,1,2013-05-23 11:03:27,2013-05-28 02:57:54,4
5120,57,M,African-American,Greater than 45,Low,Female,0,-1.0,1,0,0,2013-01-09 11:18:00,2013-03-28 04:57:43,77
5121,25,M,African-American,25 - 45,Low,Male,0,-1.0,2,0,0,2013-09-16 02:13:27,2013-09-23 08:24:38,7
5122,22,F,African-American,Less than 25,High,Male,7,-11.0,8,1,1,2013-07-15 09:42:15,2013-07-26 10:34:55,11
5123,31,F,African-American,25 - 45,Low,Male,3,-1.0,3,1,1,2013-09-19 06:33:00,2013-10-05 01:36:21,15
5126,43,F,African-American,25 - 45,Low,Male,7,0.0,4,0,0,2014-02-03 05:06:08,2014-02-04 02:56:14,0
5127,25,M,Caucasian,25 - 45,Low,Female,0,-1.0,4,0,0,2013-11-17 11:43:24,2013-11-18 08:05:43,0
5130,40,F,African-American,25 - 45,Low,Male,1,-1.0,1,0,0,2013-09-10 09:23:16,2013-09-12 05:32:53,1
5131,20,F,African-American,Less than 25,Medium,Male,0,-1.0,5,1,1,2014-05-20 08:05:47,2014-05-22 11:02:20,2
5132,35,M,African-American,25 - 45,Medium,Male,2,-1.0,7,0,0,2013-01-15 12:23:05,2013-01-16 06:52:56,0
5133,34,M,African-American,25 - 45,Low,Male,1,-1.0,1,1,1,2013-03-11 11:13:19,2013-03-13 01:46:37,1
5134,27,F,Caucasian,25 - 45,High,Male,18,-1.0,9,1,1,2014-10-27 03:32:31,2015-04-24 02:40:34,178
5137,38,F,African-American,25 - 45,Low,Female,3,0.0,1,1,1,2014-06-11 02:03:57,2014-06-11 09:07:21,0
5138,21,F,Caucasian,Less than 25,Medium,Male,0,-1.0,7,1,1,2014-01-16 08:24:21,2014-01-17 02:18:46,0
5140,25,M,African-American,25 - 45,Low,Male,0,-1.0,1,1,1,2014-02-07 02:05:54,2014-02-08 09:05:39,1
5141,53,M,African-American,Greater than 45,Medium,Male,6,-1.0,6,1,1,2013-03-09 03:30:51,2013-03-17 04:46:00,8
5142,50,F,African-American,Greater than 45,Low,Female,4,-1.0,3,0,0,2013-12-05 02:24:02,2013-12-18 10:47:36,13
5143,23,M,Caucasian,Less than 25,Medium,Female,1,0.0,6,0,0,2014-03-26 01:42:17,2014-03-27 03:07:45,1
5148,27,M,Caucasian,25 - 45,Low,Male,0,0.0,3,1,1,2014-01-06 03:52:39,2014-01-06 08:24:55,0
5149,29,F,African-American,25 - 45,High,Male,5,0.0,8,1,1,2013-10-04 03:40:07,2013-10-04 09:24:12,0
5150,38,M,African-American,25 - 45,Low,Male,1,-1.0,1,0,0,2013-10-20 09:39:34,2013-10-24 09:18:44,3
5151,54,F,Caucasian,Greater than 45,Low,Female,2,-3.0,2,0,0,2013-12-20 01:27:45,2013-12-20 08:11:49,0
5152,26,F,African-American,25 - 45,High,Male,1,0.0,10,1,1,2013-08-11 05:05:22,2013-10-07 09:16:33,57
5153,37,F,African-American,25 - 45,High,Male,23,-1.0,8,1,1,2013-11-25 06:28:32,2013-11-27 03:32:19,1
5154,36,M,African-American,25 - 45,High,Male,25,0.0,10,1,1,2013-05-01 04:36:25,2013-05-02 04:29:42,0
5155,28,F,African-American,25 - 45,High,Male,18,-1.0,10,1,1,2013-03-09 08:14:54,2013-03-21 09:56:34,12
5158,49,M,African-American,Greater than 45,Low,Male,1,-1.0,1,0,0,2013-03-22 10:06:06,2013-03-24 09:17:51,1
5160,36,F,African-American,25 - 45,Medium,Male,11,-1.0,7,1,0,2013-01-14 06:43:21,2013-01-15 03:48:05,0
5162,41,F,Caucasian,25 - 45,Low,Female,0,-1.0,3,0,0,2013-05-09 05:59:32,2013-05-10 10:01:12,1
5166,40,F,Caucasian,25 - 45,High,Male,9,-1.0,9,0,0,2013-11-05 03:16:54,2013-11-06 02:05:35,0
5168,21,F,African-American,Less than 25,High,Male,7,-1.0,10,1,1,2013-04-30 06:37:17,2013-05-11 02:40:17,10
5171,33,F,Caucasian,25 - 45,Low,Male,0,-1.0,1,0,0,2013-04-10 11:35:35,2013-04-11 07:36:36,0
5172,26,F,African-American,25 - 45,Medium,Male,7,-19.0,7,0,0,2013-11-07 09:49:10,2013-11-26 12:03:33,19
5173,27,M,African-American,25 - 45,Low,Female,0,-1.0,3,1,1,2014-04-19 06:00:22,2014-04-23 05:27:00,3
5174,35,F,African-American,25 - 45,Low,Male,1,-1.0,2,0,0,2013-08-01 10:22:57,2013-08-02 08:24:40,0
5176,27,M,African-American,25 - 45,Low,Male,3,-1.0,2,0,0,2014-03-01 05:05:24,2014-03-02 08:32:37,1
5178,31,F,African-American,25 - 45,Medium,Female,3,-1.0,5,0,0,2013-12-01 08:31:46,2014-02-01 04:56:59,61
5179,36,F,African-American,25 - 45,High,Male,26,-1.0,8,1,1,2013-01-10 11:27:45,2013-01-11 09:24:51,0
5181,50,F,Caucasian,Greater than 45,Low,Male,1,-1.0,1,0,0,2013-03-31 08:19:14,2013-04-01 05:49:39,0
5182,52,F,Caucasian,Greater than 45,Low,Male,1,-1.0,1,0,0,2013-02-28 09:15:47,2013-03-01 01:42:15,0
5183,24,M,African-American,Less than 25,Low,Male,1,-1.0,4,0,0,2013-02-04 03:27:19,2013-02-06 10:01:51,2
5184,38,F,African-American,25 - 45,Low,Male,0,0.0,4,0,0,2013-03-23 03:28:13,2013-03-24 06:34:49,1
5186,54,F,African-American,Greater than 45,High,Male,11,-1.0,8,0,0,2013-03-27 05:20:57,2013-03-28 07:45:04,1
5187,71,F,Caucasian,Greater than 45,Low,Male,13,-1.0,2,0,0,2013-08-17 11:16:45,2013-08-18 02:28:59,0
5188,27,F,African-American,25 - 45,Medium,Male,9,-1.0,7,1,1,2014-10-14 04:18:35,2014-10-15 03:50:49,0
5189,39,F,Caucasian,25 - 45,Low,Female,1,-1.0,4,0,0,2013-09-08 04:59:45,2013-10-17 09:28:05,39
5193,36,F,African-American,25 - 45,Medium,Female,5,0.0,6,1,1,2013-01-01 05:49:29,2013-01-02 01:39:04,0
5194,55,F,African-American,Greater than 45,Low,Male,0,-1.0,1,0,0,2013-12-15 07:09:08,2013-12-16 01:30:18,0
5198,27,F,Caucasian,25 - 45,Low,Male,0,0.0,4,0,0,2013-10-30 05:18:21,2013-11-08 04:56:54,8
5201,23,F,African-American,Less than 25,Low,Male,2,0.0,4,1,1,2013-08-30 02:22:56,2013-08-30 07:59:57,0
5203,20,F,African-American,Less than 25,Medium,Male,1,-1.0,7,1,1,2013-12-16 12:57:43,2013-12-17 09:57:58,0
5204,31,F,African-American,25 - 45,High,Female,10,-3.0,8,0,0,2014-02-07 03:57:04,2014-02-08 09:36:26,1
5205,24,F,Caucasian,Less than 25,High,Male,8,0.0,9,1,0,2013-04-07 03:41:57,2013-05-14 05:41:37,37
5207,37,F,Caucasian,25 - 45,High,Female,2,-1.0,8,1,1,2014-12-12 05:58:16,2014-12-13 08:22:34,1
5209,26,F,Caucasian,25 - 45,Low,Male,0,-1.0,3,0,0,2013-04-04 10:35:20,2013-04-05 01:26:38,0
5215,29,F,Caucasian,25 - 45,Low,Male,0,-1.0,2,0,0,2013-04-14 09:00:15,2013-04-15 08:50:37,0
5216,41,M,African-American,25 - 45,Low,Male,4,0.0,1,1,1,2013-12-15 12:55:21,2013-12-15 01:51:37,-1
5217,37,F,African-American,25 - 45,Low,Male,0,-1.0,1,1,1,2014-01-03 09:10:13,2014-01-04 01:42:06,0
5218,46,F,Caucasian,Greater than 45,Low,Male,2,-1.0,3,0,0,2013-02-04 07:51:30,2013-02-05 01:17:07,0
5219,56,F,Caucasian,Greater than 45,Medium,Female,10,-1.0,5,1,1,2013-01-30 08:19:13,2013-03-12 09:04:50,41
5222,23,F,African-American,Less than 25,Low,Male,0,-1.0,3,1,1,2013-05-15 04:59:47,2013-05-16 02:18:13,0
5223,23,F,African-American,Less than 25,Medium,Female,1,-2.0,5,1,1,2014-10-18 07:18:19,2014-10-20 01:22:03,1
5224,25,F,African-American,25 - 45,High,Male,0,0.0,8,1,1,2013-02-02 12:47:26,2013-02-02 07:48:05,-1
5225,24,F,African-American,Less than 25,Medium,Male,1,-1.0,7,1,1,2014-09-05 05:36:44,2014-09-06 09:48:48,1
5232,24,F,Caucasian,Less than 25,Medium,Male,2,-1.0,7,1,1,2013-03-22 08:49:07,2013-04-01 08:57:07,10
5243,23,F,African-American,Less than 25,High,Male,0,-1.0,9,1,1,2013-02-12 04:51:57,2013-02-27 01:07:06,14
5244,43,F,Caucasian,25 - 45,Low,Male,2,-26.0,1,0,0,2013-02-15 04:05:37,2013-02-16 05:59:32,1
5246,53,M,Caucasian,Greater than 45,Low,Female,0,-2.0,1,0,0,2013-09-11 08:14:19,2013-09-12 06:57:04,0
5247,24,F,African-American,Less than 25,Medium,Male,1,-1.0,6,1,1,2013-12-02 06:22:00,2014-01-29 03:18:00,57
5249,28,F,African-American,25 - 45,Low,Male,0,0.0,4,0,0,2013-03-13 02:29:55,2013-03-13 08:19:55,0
5251,21,F,Caucasian,Less than 25,Low,Male,1,-1.0,3,0,0,2013-04-17 03:21:05,2013-04-18 07:22:12,1
5253,33,F,Caucasian,25 - 45,Medium,Male,3,0.0,7,1,1,2014-11-04 02:32:16,2014-11-05 04:10:46,1
5255,35,F,African-American,25 - 45,Low,Female,1,-1.0,1,0,0,2014-03-10 07:27:18,2014-03-11 12:57:04,1
5258,55,M,Caucasian,Greater than 45,Low,Male,3,0.0,3,0,0,2013-04-06 02:24:02,2013-04-07 06:31:22,1
5260,28,M,African-American,25 - 45,Low,Male,0,-2.0,3,0,0,2013-07-08 04:09:27,2013-07-09 01:46:35,0
